,Index,Family,Genus,Scientific Name,Japanese Name,Other Name,Western Name,Derivation,Season,In Bloom,Signifies,Search Names,Variants,青（ムーンダスト）,ドラセナ・フラグランス（幸福の木）,青,トゲ,ヒメユリ,黄,クルマユリ,プリムラ・シネンシス,ジャーマンアイリス,ササユリ,カノコユリ,プリムラ・オブコニカ,葉,カサブランカ,ハゴロモジャスミン,白いつぼみ,シダレヤナギ,ソメイヨシノ,ドラセナ・サンデリアーナ（ミリオンバンブー）,実,四つ葉,オニユリ,オレンジ,サトザクラ、ヤエザクラ,ピンク,シダレザクラ,ハナショウブ,プリムラ・ポリアンサ,プリムラ・マラコイデス,ヤマユリ,赤,赤いつぼみ,スカシユリ,白,クチベニズイセン,テッポウユリ,紫,ラッパスイセン,緋色,ドラセナ・コンシンネ,花,赤・ピンク,ロベリア・カーディナリス,フユザクラ,カンザクラ,木,ギンモクセイ,プリムラ・ジュリアン,デンファレ,ネコヤナギ,ヤマザクラ,カキツバタ
マツバボタン,310,スベリヒユ科,スベリヒユ属,Portulaca grandiflora,松葉牡丹（マツバボタン）,['爪切草（ツメキリソウ）、日照草（ヒデリソウ）、不亡草（ホロビンソウ）'],"['Rose moss, Moss-rose purslane']",属名の学名「Portulaca（ポーチュラカ）」は、ラテン語で入口を意味する「portula」を語源とし、実が熟すと蓋が取れて、口が開くようすに由来するといわれます。和名の「松葉牡丹（マツバボタン）」は、線状の葉が松葉に、花がボタンに似ていることにちなみます。別名の「爪切草（ツメキリソウ）」は、繁殖力が強く茎を爪で切って挿せば簡単に増やせることに由来します。また、夏の日差しや乾燥に強く、「日照草（ヒデリソウ）」の別称もあります。,夏,['6月～9月'],['無邪気'],"['爪切草', 'ホロビンソウ', 'ほろびんそう', 'マツバボタン', 'フボウクサ', 'まつばぼたん', '松葉牡丹', 'ヒデリソウ', '日照草', 'ツメキリソウ', 'にっしょうくさ', 'ツメセツクサ', 'ひでりそう', 'ニッショウクサ', 'つめきりそう', '不亡草', 'つめせつくさ', 'ふぼうくさ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ブルースター,275,キョウチクトウ科,ルリトウワタ属,Oxypetalum coeruleum,瑠璃唐綿（ルリトウワタ）,['ブルースター、オキシペタラム、トゥイーディア'],"['Tweedia, Southern star']",花名のブルースターは、5枚の花びらが青い星のように見えることにちなみます。ブルースターは園芸上の呼名であり、正式な和名は「瑠璃唐綿（ルリトウワタ）」です。英語でもブルースターと呼ぶことは稀で、一般に「Tweedia（トゥイーディア）」と呼ばれます。,夏,['5月～10月'],['幸福な愛'],"['トゥイーディア', 'ルリトウワタ', 'ブルースター', 'るりとうわた', 'とぅいーでぃあ', 'おきしぺたらむ', 'ぶるーすたー', '瑠璃唐綿', 'オキシペタラム']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ハゲイトウ,228,ヒユ科,ヒユ属,Amaranthus tricolor,葉鶏頭（ハゲイトウ）,['雁来紅（ガンライコウ）'],"['Joseph’s coat, Chinese spinach, Tampala']",属名の学名「Amaranthus（アマランサス）」は、ギリシア語の「amaramthos（しぼまない）」を語源とし、萼と小包葉が乾燥してしぼまないことに由来するともいわれます。和名の「葉鶏頭（ハゲイトウ）」は、葉が雄鶏のトサカのように赤くなることにちなむといわれます。なお、トサカのような赤い花をつけるケイトウ（鶏頭）は別種です。漢名の「雁来紅（ガンライコウ）」は、雁が飛来する秋に葉が深紅色になることに由来します。英語では「Joseph’s coat（ヨセフのコート）」「Chinese spinach（中国のホウレンソウ）」「Tampala（タンパラ）」などと呼ばれます。,秋,[],['不老不死'],"['はけいとう', 'はげいとう', 'がんらいこう', 'ハゲイトウ', 'ハケイトウ', 'ガンライコウ', '雁来紅', '葉鶏頭']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
アヤメ,19,アヤメ科,アヤメ属,Iris sanguinea,文目（アヤメ）、菖蒲（アヤメ）,アイリス,"['Siberian iris, Japanese ayame, Blood iris']",「あやめ」の名は、古くはサトイモ科のショウブ（菖蒲）を指した語で、現在のアヤメ（文目）は「はなあやめ」と呼ばれていました。現在、アヤメ（文目）以外のハナショウブ（花菖蒲）やカキツバタ（燕子花）もアヤメと呼称する習慣が一般的になっています。属名の学名「Iris（アイリス）」は、ギリシャ語で「虹」を意味し、虹のようにさまざまな色の美しい花を咲かせることに由来するといわれます。,春,['5月'],['よい便り'],"['しょうぶ', 'ショウブ', 'アヤメ', '文目', '菖蒲', 'あやめ']","['≪ジャーマンアイリス≫「燃える思い」「情熱」', '≪カキツバタ≫「幸せは必ずくる」', '≪ハナショウブ≫「うれしい知らせ」「優しい心」「優雅」']",[''],[''],[''],[''],[''],[''],[''],[''],"['燃える思い', '情熱']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],"['うれしい知らせ', '優しい心', '優雅']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['幸せは必ずくる']
サルスベリ,120,ミソハギ科,サルスベリ属,Lagerstroemia indica,猿滑 / 百日紅（サルスベリ）,['百日紅（ヒャクジツコウ）、怕痒樹（ハクヨウジュ）'],['Crape myrtle'],花名のサルスベリ（猿滑）は、樹皮がツルツルしていて、猿でも滑りそうなところに由来します。実際には滑ることなく、簡単に登ってしまいます。また、百日紅（ヒャクジツコウ）とも呼ばれ、サルスベリが夏の盛りに長い間咲き続けることにちなみます。,夏,['7月～10月'],['雄弁'],"['ひゃくじつこう', '猿滑', 'ハクヨウジュ', 'ヒャクジツコウ', 'サルスベリ', '怕痒樹', 'さるすべり', 'ハヨウキ', 'はくようじゅ', '百日紅', 'はようき']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
レンギョウ,366,モクセイ科,レンギョウ属,Forsythia suspensa,連翹（レンギョウ）,['連翹空木（レンギョウウツギ）'],"['Forsythia, Golden bell, Weeping forsythia']",花名のレンギョウは、漢名の連翹を音読みしたものです。ただし、これは誤用されたものであり、原産国の中国において連翹はトモエソウもしくはオトギリソウのことを指します。属名の学名「Forsythia（フォーサイシア）」は、英国の王立植物園の監督官を務めた園芸家ウィリアム・フォーサイス（William Forsyth / 1737～1804）の名前にちなみます。,春,['3月～4月'],['期待'],"['れんぎょう', '連翹', '連翹空木', 'れんぎょううつぎ', 'レンギョウウツギ', 'レンギョウ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
トルコキキョウ,203,リンドウ科,ユーストマ属,Eustoma grandiflorum,トルコ桔梗（トルコギキョウ、トルコキキョウ）,['ユーストマ、リシアンサス'],"['Lisianthus, Eustoma, Texas Bluebell, Tulip Gentian']",属名の学名「Eustoma（ユーストマ）」は、ギリシア語の「eu（良い）」と「stoma（口）」を語源とし、釣り鐘状の花の形に由来するといわれます。和名のトルコ桔梗（トルコキキョウ）の由来は諸説あり、”トルコ”については、つぼみの形がトルコ人のターバンに似ていることにちなむとする説、花びらの青色がトルコ石を思わせるといった説などがあります。”キキョウ”については、花の色や姿がキキョウに似ていることに由来するといわれます。実際には北アメリカ原産で、キキョウ科ではなくリンドウ科の植物です。,初夏,['5月～7月'],['すがすがしい美しさ'],"['ユーストマ', 'ゆーすとま', 'とるこぎきょう', 'りしあんさす', 'とるこききょう', 'トルコギキョウ', 'トルコ桔梗', 'トルコキキョウ', 'リシアンサス']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ホワイトレースフラワー,307,セリ科,ドクゼリモドキ属,Ammi majus,毒芹擬き（ドクゼリモドキ）,"['ホワイトレースフラワー、レースフラワー', 'マーガレット、木立ちカミツレ（きだちカミツレ）']","['Bishop’s weed, False bishop’s weed, Bullwort, Greater ammi, Laceflower', 'Marguerite, Paris daisy']",花名のレースフラワーは、繊細な小花がふんわりと集まって咲く姿が豪華なレースのように見えることにちなみます。レースフラワーの名で流通しているものには地中海原産で白い花の「ホワイトレースフラワー（セリ科ドクゼリモドキ属）」とオーストラリア原産で青紫色の「ブルーレースフラワー（ウコギ科トラキメネ属）」があります。一般にレースフラワーといえば、ホワイトレースフラワーを指します。ホワイトレースフラワーの和名は「毒芹擬き（ドクゼリモドキ）」といい、猛毒を含むドクゼリと外見が似ていることに由来します。英語では「Bishop’s weed」「False bishop’s weed」「Bullwort」「Greater ammi」「Laceflower」などと呼ばれます。,初夏,"['5月～6月', '3月～5月']",['可憐な心'],"['マーガレット', '木立ちカミツレ', 'きだちかみつれ', 'きだちカミツレ', 'キダチカミツレ', '毒芹擬き', 'こだちちかみつれ', 'ほわいとれーすふらわー', 'コダチチカミツレ', 'ドクゼリモドキ', 'どくぜりぎき', 'レースフラワー', 'どくぜりもどき', 'ホワイトレースフラワー', 'ドクゼリギキ', 'れーすふらわー', 'まーがれっと']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ベンジャミン,291,クワ科,イチジク属,Ficus benjamina,枝垂れ榕樹（シダレガジュマル）,['ベンジャミン、ベンジャミンゴム、ベンジャミンゴムノキ'],"['Benjamin tree, Weeping fig']",属名の学名「Ficus（フィカス）」は、古代ラテン語でイチジクを意味するといわれます。ベンジャミンの和名は「枝垂れ榕樹（シダレガジュマル）」。別名では「ベンジャミンゴムノキ」、「ベンジャミンゴム」と呼ばれます。英名では「Benjamin tree（ベンジャミンツリー / ベンジャミンの木）」や「Weeping fig（ウィーピングフィグ / しだれイチジク）」などと呼ばれています。,周年,[],['融通のきく仲間'],"['ベンジャミン', 'しだれがじゅまる', 'べんじゃみんごむのき', '枝垂れ榕樹', 'エダタレヨウジュ', 'シダレガジュマル', 'ベンジャミンゴムノキ', 'べんじゃみんごむ', 'えだたれようじゅ', 'ベンジャミンゴム', 'べんじゃみん']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ドラセナ,200,キジカクシ科,ドラセナ属,Dracaena spp.,ドラセナ,[],['Dracaena'],属名の学名「Dracaena（ドラセナ）」は、ギリシア語の「ドラカイナ（雌の竜）」を語源とし、ドラセナ属のリュウケツジュ（竜血樹）からドラゴンブラッド（竜血）と呼ばれる赤い樹脂が採れることに由来するといわれます。,周年,[],['幸福'],"['ドラセナ', 'どらせな']","['≪ドラセナ・フラグランス（幸福の木）≫「幸福」「隠しきれない幸せ」', '≪ドラセナ・コンシンネ≫「真実さ」', '≪ドラセナ・サンデリアーナ（ミリオンバンブー）≫「開運」「長寿」']",[''],"['幸福', '隠しきれない幸せ']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],"['開運', '長寿']",[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['真実さ'],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ヘクソカズラ,[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['人嫌い'],[''],[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
クリ,90,ブナ科,クリ属,Castanea crenata,栗（クリ）,[],['Japanese chestnut'],属名の学名「Castanea（カスタネア）」は、ギリシア語の「castana（栗）」が語源であるといわれます。和名の「栗（クリ）」の由来は諸説あります。実の色から「黒い実（クロミ）」が転訛したという説、クリは古語で石を意味し、実の硬い殻をクリと呼んだという説などがあります。英語では「Chestnut（チェストナット）」と呼ばれます。,初夏,['5月～6月（実の主な収穫期は9～10月）'],['私に対して公平であれ'],"['クリ', '栗', 'くり']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
マンサク,315,マンサク科,マンサク属,Hamamelis japonica,満作、万作、金縷梅（すべてマンサク）,[],['Japanese witch hazel'],和名の「満作、万作（マンサク）」には、山で一番早く咲くことから「まず咲く」が転訛したという説や豊年満作の祈願から命名されたという説などがあります。英語では北米原産のアメリカマンサクを「Witch hazel（魔女のハシバミ）」と、日本固有種のマンサクは「Japanese witch hazel」と呼んでいます。,早春,['2月～3月'],['呪文'],"['すべてまんさく', 'マンサク', 'まんさく', '万作', 'キンルウメ', '満作', '金縷梅', 'スベテマンサク', 'きんるうめ', 'すべてマンサク']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ホウセンカ,295,ツリフネソウ科,ツリフネソウ属,Impatiens balsamina,鳳仙花（ホウセンカ）,['爪紅（ツマクレナイ、ツマベニ）、骨抜（ホネヌキ）'],"['Balsam, Rose balsam, Garden balsam, Touch‐me‐not']",和名の「鳳仙花（ホウセンカ）」は、中国名を音読みしたもので、花の形を中国神話の伝説の鳥「鳳凰（ほうおう）」が羽ばたく姿に見立ててつけられたといわれます。別名の「爪紅（ツマクレナイ、ツマベニ）」は、かつてこの花の花汁で爪を赤く染めたことにちなみます。また、タネをかんでから飲み込むと、のどに刺さった魚の骨がとれるというので「骨抜（ホネヌキ）」の別名もあります。属名の学名「Impatiens（インパチエンス）」は、ラテン語の「impatient（がまんできない、短気）」が語源となり、実が成熟するとちょっと触れただけでも破裂することにちなみます。,夏,['6月～9月'],['私に触れないで'],"['ほねぬき', 'ホウセンカ', 'ツマベニ', '鳳仙花', 'ホウセンハナ', 'ホネヌキ', 'つまくれない', '爪紅', 'つまべに', 'ほうせんか', '骨抜', 'ほうせんはな', 'ツマクレナイ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
フジ,263,マメ科,フジ属,Wisteria floribunda,藤（フジ）,['野田藤（ノダフジ）'],['Japanese wisteria'],属名の学名「Wisteria（ウィステリア）」は、米国の解剖学者カスパール・ウィスター（Caspar Wistar / 1761～1818）の名前にちなみます。和名の「藤（フジ）」は、「吹き散る」の転訛など、その語源には諸説あります。別名の「野田藤（ノダフジ）」は、フジの名所である大阪市福島区野田の地名からとったものです。,春,['4月～5月'],['優しさ'],"['のだふじ', 'フジ', 'ノダフジ', '野田藤', '藤', 'ふじ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ヤグルマギク,[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['繊細'],[''],[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
グズマニア,[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['理想の夫婦'],[''],[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ムスカリ,328,キジカクシ科,ムスカリ属,Muscari spp.,ムスカリ,['ブドウヒヤシンス、グレープヒヤシンス'],['Grape hyacinth'],属名の学名「Muscari（ムスカリ）」は、ギリシア語で麝香（じゃこう）を意味する「moschos（ムスク）」を語源とし、強い芳香を放つ品種があることに由来します。,春,['3月～5月'],['失望'],"['むすかり', 'ぶどうひやしんす', 'ぐれーぷひやしんす', 'グレープヒヤシンス', 'ムスカリ', 'ブドウヒヤシンス']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
アスチルベ,13,ユキノシタ科,チダケサシ属,Astilbe × arendsii,アスチルベ,['泡盛草（アワモリソウ）、曙升麻（アケボノショウマ）'],['Astilbe'],属名の学名「Astilbe（アスチルベ）」は、ギリシア語の「a（無い）」＋「stilbe（輝き）」を語源とし、葉につやがないこと（または個々の花が小さく目立たないこと）に由来するといわれます。,初夏,['5月～7月'],['恋の訪れ'],"['アケボノショウマ', 'あけぼのしょうま', 'アスチルベ', '泡盛草', 'あわもりそう', 'あすちるべ', 'あわもりくさ', '曙升麻', 'アワモリソウ', 'アワモリクサ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ムラサキツユクサ,331,ツユクサ科,ムラサキツユクサ属,Tradescantia ohiensis,紫露草（ムラサキツユクサ）,[],['Spiderwort'],属名の学名「Tradescantia（トラデスカンティア）」は、イギリスの植物採集家ジョン・トラデスカントの名前にちなみます。和名の「紫露草（ムラサキツユクサ）」は、同じツユクサ科で青い花を咲かせるツユクサに対して、この植物が紫色の花を咲かせることにちなむといわれます。英語では「Spiderwort（クモの草）」と呼ばれます。,夏,['6月～9月'],['尊敬しているが恋愛ではない'],"['紫露草', 'ムラサキツユクサ', 'むらさきつゆくさ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
サギソウ,[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['清純'],[''],[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ユウガオ,343,ウリ科,ユウガオ属,Lagenaria siceraria,夕顔（ユウガオ）,['黄昏草（タソガレグサ）'],['Bottle gourd'],和名の「夕顔（ユウガオ）」は、夏の夕方に開花し、翌日の午前中にはしぼんでしまうことに由来します。同様に朝に開花して昼にしぼむアサガオ、朝に開花して昼間も咲き続け夕方にしぼむヒルガオ、夕方に開花して翌朝にしぼむヨルガオがありますが、これらはヒルガオ科の植物で、ウリ科のユウガオとは別の種類です。なお、ヒルガオ科のヨルガオもユウガオと呼ばれることがあり、混同されることも多いようです。,夏,['7月～8月'],['夜'],"['ユウガオ', 'タソガレクサ', 'たそがれぐさ', 'ゆうがお', '夕顔', 'タソガレグサ', 'たそがれくさ', '黄昏草']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
コルチカム,112,イヌサフラン科,イヌサフラン属,Colchicum autumnale,犬サフラン（イヌサフラン）,,"['Meadow saffron, Autumn crocus, Naked lady', 'White egret flower, Fringed Orchid']",属名の学名「Colchicum（コルチカム）」は、黒海沿岸の古い都市「Colchis（コルキス）」にこの花がたくさん咲いていたことに由来するともいわれます。和名の犬サフラン（イヌサフラン）は、花がサフランによく似ていますが、実際は全く違うものという意味です。「イヌ」は「役に立たない」「似て非なるもの」を意味します。一般にイヌサフランの園芸品種をコルチカムと呼んでいます。英語では「Meadow saffron（牧場のサフラン）」や「Autumn crocus（秋のクロッカス）」と呼ばれます。,秋,"['9月～10月', '7月～9月']",['私の最良の日々は過ぎ去った'],"['さぎらん', 'こるひかむ', 'コルヒカム', 'こるちかむ', 'こるきかむ', 'コルチカム', '鷺蘭', 'コルキカム', '犬サフラン', 'イヌサフラン', 'いぬさふらん', 'サギラン']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
ヒルガオ,257,ヒルガオ科,ヒルガオ属,Calystegia japonica,昼顔（ヒルガオ）,[],"['Bindweed, False bindweed, Convolvulus（セイヨウヒルガオ）']",朝に開花して昼にはしぼんでしまう朝顔に対して、ヒルガオは朝に開花して昼間も咲き続け、夕方に花をしぼませます。昼顔の花名もこれに由来します。,夏,['6月～8月'],['絆'],"['ひるがお', '昼顔', 'ヒルガオ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
アンモビウム,27,キク科,カイザイク属,Ammobium alatum,貝細工（カイザイク）,"['アンモビウム', '三枝九葉草（サンシクヨウソウ）、淫羊霍（インヨウカク）生薬名']","['Winged everlasting', 'Large flowered barrenwort, Bishop’s hat']",ドライフラワーとしても利用されるアンモビウムの花。花言葉の「不変の誓い」は、乾燥させても変形せず、色や光沢もそのまま残ることにちなむともいわれます。,初夏,"['5月～7月', '4月～5月']",['不変の誓い'],"['あんもびうむ', 'サエグサキュウハクサ', 'しょうやくめい', '淫羊霍', 'さんしくようそう', 'カイザイク', 'かいざいく', 'さえぐさきゅうはくさ', 'アンモビウム', 'サンシクヨウソウ', 'インヨウカク', 'ショウヤクメイ', '三枝九葉草', '生薬名', '貝細工', 'いんようかく']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
セリ,171,セリ科,セリ属,Oenanthe javanica,芹（セリ）,['白根草（シロネグサ）'],"['Water dropwort, Japanese parsley']",属名の学名「Oenanthe（オエナンサ）」は、ギリシア語の「oinos（酒）」と「anthos（花）」が語源ともいわれます。和名の芹（セリ）は、競り合う（せりあう）ように群生していることに由来するといわれます。英語では「Water dropwort（水セリ）」や「Japanese parsley（日本のパセリ）」と呼ばれます。,夏（食用にされる若菜は春先）,['7月～8月'],['清廉で高潔'],"['白根草', 'シロネグサ', 'しろねぐさ', 'セリ', 'シロネクサ', '芹', 'せり', 'しろねくさ']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
カタバミ,63,カタバミ科,カタバミ属,Oxalis corniculata,酢漿草（カタバミ）、片喰（カタバミ）、傍食（カタバミ）,['雀の袴（スズメノハカマ）'],"['Wood sorrel, Yellow sorrel, Creeping woodsorrel']",花名のカタバミは「片喰」「傍食」とも書き、葉が食べられて一方が欠けているように見えることにちなむともいわれます。また、カタバミを漢字で酢漿草と書くのは、カタバミの葉と茎にシュウ酸が含まれ、すっぱいことをあらわしています。属名の学名「Oxalis（オキザリス / オクサリス）」もギリシア語の「oxys（すっぱい）」が語源になります。別名の雀の袴（スズメノハカマ）は、夜になると葉を小さくたたむことに由来するといわれます。,春～秋,['4月～10月'],['喜び'],"['片喰', '雀の袴', 'ボウショク', '酢漿草', 'スズメノハカマ', '傍食', 'へんしょく', 'かたばみ', 'ぼうしょく', 'カタバミ', 'ヘンショク', 'すずめのはかま']",[],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],[''],['']
